Fecha,Ventas (€),Inversión Marketing (€),Región
2025-07-04,41552,19839,Sur
2024-03-16,38952,13171,Centro
2025-10-18,31177,3862,Centro
2025-11-26,151079,8603,Norte
2024-02-07,73708,8308,Este
2025-12-30,106826,14879,Centro
2025-08-25,148064,16858,Sur
2024-08-11,109518,16943,Sur
2024-09-06,113697,5698,Sur
2024-07-28,56783,16169,Este
2024-07-05,21160,16505,Oeste
2023-08-25,153726,16551,Sur
2025-09-14,47931,4166,Oeste
2024-05-08,52464,12782,Norte
2025-10-26,100831,12682,Oeste
2023-08-04,117456,11768,Oeste
2025-04-15,96669,12973,Sur
2024-07-05,131681,18139,Sur
2024-07-27,40279,13021,Oeste
2024-05-09,186952,15806,Sur
2023-12-29,83139,14359,Sur
2024-09-09,147682,6968,Oeste
2024-06-21,196574,5602,Norte
2023-05-14,80665,12877,Norte
2025-12-17,131769,19279,Oeste
2023-12-18,69150,13875,Norte
2025-02-03,84122,7070,Oeste
2025-09-30,194530,1988,Centro
2025-06-09,30588,19057,Centro
2024-08-04,152950,19110,Centro
2023-11-19,15444,1697,Este
2024-01-06,59039,6200,Norte
2024-02-06,128972,6227,Oeste
2023-02-14,36513,9352,Oeste
2025-01-09,175117,17657,Centro
2025-01-23,108980,13210,Centro
2025-01-10,81865,17210,Sur
2025-10-23,32511,12133,Este
2024-03-10,39184,17757,Este
2025-08-21,73249,17639,Oeste
2024-03-07,42012,4642,Este
2024-07-11,103407,9181,Norte
2025-06-17,76137,14425,Este
2025-09-29,21206,3170,Este
2025-08-21,161200,3923,Oeste
2024-01-21,21097,14020,Este
2024-08-27,40108,12850,Oeste
2023-02-18,162933,14880,Centro
2024-07-16,62515,13341,Norte
2025-02-20,121786,7416,Este
2023-04-01,115247,6585,Sur
2024-11-13,42188,18680,Norte
2024-09-27,67285,10639,Sur
2024-07-25,135777,17076,Sur
2023-05-05,92792,7479,Este
2024-01-09,144486,11000,Norte
2023-11-21,115447,15785,Centro
2023-08-12,6292,12085,Este
2023-05-22,144708,13101,Centro
2023-01-11,155835,13112,Sur
2024-08-04,54914,13541,Oeste
2023-05-28,167090,14265,Norte
2025-09-18,69918,6329,Oeste
2023-01-28,159161,15277,Este
2024-03-18,102214,12716,Sur
2025-08-03,104611,18191,Oeste
2023-03-16,18582,17661,Norte
2023-01-16,114541,13297,Norte
2024-03-24,8354,5127,Este
2023-10-11,75074,10600,Sur
2025-08-09,6774,7485,Centro
2023-06-26,130345,15886,Centro
2023-06-08,11520,1851,Norte
2025-05-24,68825,6557,Norte
2023-12-12,73224,8435,Centro
2025-05-20,61961,9251,Sur
2024-09-01,18677,7075,Centro
2024-08-26,118025,2100,Norte
2025-08-23,53470,11157,Centro
2023-11-19,57634,4614,Centro
2024-09-02,114906,4005,Centro
2024-10-20,159884,6338,Oeste
2025-07-18,159275,8858,Oeste
2023-02-03,86323,16994,Norte
2025-01-11,141127,7649,Oeste
2023-08-13,14311,18833,Norte
2024-11-27,83159,3729,Este
2023-11-12,29796,3318,Este
2025-08-18,23142,13473,Oeste
2023-08-25,176420,3901,Oeste
2024-04-18,82300,8897,Sur
2024-07-25,142934,17276,Este
2025-04-21,152562,19637,Sur
2023-05-04,112891,3754,Este
2024-03-09,124006,11610,Oeste
2025-02-01,165608,3420,Sur
2024-03-09,6542,12150,Oeste
2024-07-30,51526,3287,Norte
2023-09-03,33764,4731,Este
2025-07-18,63298,5433,Oeste
2025-09-01,179368,16999,Norte
2025-11-16,153751,4636,Norte
2025-04-09,102940,18876,Este
2024-03-19,123891,15657,Centro
2025-06-12,24179,10250,Centro
2025-05-11,117227,7136,Este
2024-04-04,79485,15969,Sur
2024-12-06,80488,16708,Oeste
2024-12-21,182388,3782,Este
2023-08-20,18245,19176,Norte
2024-05-18,16674,14817,Sur
2024-02-02,125992,15783,Sur
2025-08-25,198561,2021,Oeste
2024-08-12,196434,18209,Oeste
2024-10-29,9122,1192,Sur
2025-10-29,184603,7475,Sur
2024-03-15,150006,5603,Este
2024-11-21,127926,3147,Oeste
2025-10-14,123503,10705,Norte
2023-10-16,138202,2534,Sur
2023-10-20,60074,3763,Centro
2023-07-28,137972,8720,Oeste
2025-08-13,139782,3365,Este
2025-06-26,168327,1746,Este
2025-04-03,126815,17626,Oeste
2023-06-21,101260,7704,Este
2025-06-14,166574,5447,Oeste
2023-01-31,97962,2050,Este
2025-01-10,117683,18198,Norte
2025-03-16,47121,4673,Sur
2024-02-08,165539,3983,Norte
2023-01-22,162077,1298,Oeste
2024-08-16,79608,7858,Oeste
2024-10-11,102377,19195,Centro
2025-04-07,116545,11041,Oeste
2025-05-30,30113,14938,Norte
2023-07-13,165082,10939,Norte
2024-01-01,192782,5124,Sur
2024-11-16,149969,6500,Sur
2025-02-14,116113,17417,Centro
2023-10-07,93577,18750,Centro
2024-08-10,185830,19013,Sur
2024-03-17,165698,6912,Oeste
2025-05-24,81754,8783,Sur
2023-08-30,31663,4704,Este
2023-08-28,174909,7792,Sur
2023-11-30,89845,4479,Este
2025-06-15,106192,9725,Oeste
2025-12-22,19069,15344,Oeste
2025-03-13,40860,18536,Norte
2025-01-05,87353,9625,Oeste
2023-10-25,67926,14245,Centro
2025-08-13,16767,13050,Oeste
2023-07-13,148867,9941,Norte
2023-08-15,107611,3245,Sur
2024-01-04,198507,4249,Este
2025-03-25,12000,4100,Este
2025-11-07,159086,19158,Este
2025-06-23,98042,13578,Sur
2023-01-23,153393,17209,Norte
2025-05-29,137664,11767,Sur
2023-07-02,92683,3424,Este
2023-12-10,170377,5339,Este
2025-10-09,158576,14052,Norte
2024-01-09,51047,2081,Oeste
2025-05-13,185980,4175,Sur
2023-05-04,19838,19834,Sur
2024-12-29,18669,2681,Sur
2023-12-01,72906,4134,Sur
2025-07-16,18844,16372,Norte
2025-08-27,42193,18485,Sur
2024-06-16,185930,13043,Norte
2024-09-20,182669,2096,Centro
2024-07-27,133052,8692,Sur
2023-08-18,41984,2001,Norte
2024-04-07,158935,1303,Sur
2025-01-04,146485,13141,Este
2024-12-05,16627,5807,Este
2024-02-06,174030,14980,Norte
2024-10-14,74498,19971,Oeste
2024-08-30,85883,19253,Este
2024-03-29,150407,13108,Este
2025-09-22,134021,14375,Sur
2023-07-05,182745,13032,Este
2023-07-03,105746,17163,Este
2024-08-16,198576,7053,Norte
2024-06-11,54352,8513,Norte
2025-06-14,150177,14840,Oeste
2023-10-26,88853,7182,Oeste
2025-08-12,8315,3117,Centro
2025-04-10,191151,3993,Este
2025-05-07,143161,12297,Sur
2025-01-11,59827,10116,Centro
2024-08-13,124975,17312,Oeste
2025-01-30,100803,1854,Sur
2024-05-03,128840,14651,Sur
2023-01-15,76987,9760,Este
2024-05-14,159980,6226,Norte
2024-06-02,118024,1207,Centro
2025-12-09,20339,19732,Norte
2025-11-01,166188,10182,Este
2025-08-21,134939,3644,Centro
2024-02-25,15188,16933,Norte
2023-10-14,140257,14857,Oeste
2025-02-20,161081,1567,Norte
2025-01-09,168455,3084,Oeste
2025-05-16,46105,9026,Sur
2023-09-01,93684,9767,Oeste
2023-02-15,126148,19728,Centro
2023-10-25,88198,18786,Norte
2024-12-06,135516,14068,Norte
2024-12-30,129063,2063,Centro
2024-07-13,65581,19256,Norte
2023-10-02,23789,16086,Centro
2024-02-06,186363,5920,Centro
2024-01-30,179931,18554,Sur
2023-05-06,88653,14863,Este
2024-04-29,149774,4891,Este
2024-10-15,147455,14329,Norte
2023-08-22,11437,7260,Oeste
2023-01-05,117402,4410,Centro
2024-02-06,174901,15369,Sur
2023-04-28,71738,6431,Norte
2025-03-06,185272,2746,Sur
2024-12-19,99380,1153,Norte
2024-09-29,111409,17863,Sur
2024-08-29,178703,8002,Norte
2025-06-17,185867,9698,Este
2023-08-16,45994,11547,Oeste
2023-11-08,139561,11464,Oeste
2025-06-12,128232,6315,Centro
2025-10-05,58373,16252,Oeste
2025-01-11,8798,2434,Este
2025-10-07,113799,11678,Centro
2023-12-11,21036,6443,Este
2024-06-04,12370,17288,Norte
2025-01-07,42644,14799,Norte
2024-07-11,124571,19706,Sur
2023-12-03,168951,2838,Centro
2023-08-03,40642,9533,Oeste
2024-01-02,41791,14368,Centro
2025-11-02,34041,12298,Sur
2023-10-11,32767,3136,Norte
2023-06-11,144579,5740,Oeste
2023-04-17,175089,11682,Este
2023-11-14,165543,7557,Sur
2023-10-04,167070,1509,Este
2023-01-20,102378,9757,Sur
2023-07-22,101075,1013,Norte
2023-03-30,194625,2905,Oeste
2023-12-20,73665,5974,Norte
2024-05-14,86078,14028,Centro
2024-10-17,188235,11727,Centro
2023-05-04,181044,11303,Norte
2025-02-08,89633,9440,Sur
2025-04-05,153811,2415,Sur
2024-01-11,119535,11920,Sur
2024-02-13,48271,3714,Centro
2024-07-31,28128,9185,Centro
2023-01-11,51564,9646,Este
2024-10-23,101442,17674,Sur
2023-08-25,198194,11084,Norte
2025-07-04,26184,10773,Centro
2023-01-18,53347,19665,Sur
2025-05-22,98972,14517,Centro
2024-03-01,94759,5281,Norte
2024-01-28,132318,7441,Este
2023-09-14,33259,6404,Sur
2025-02-02,55084,5423,Este
2024-06-20,145659,1778,Sur
2024-05-17,83504,8976,Norte
2025-03-16,116047,19409,Norte
2025-10-30,117967,4850,Sur
2023-01-17,191779,16426,Centro
2025-03-10,194509,17369,Este
2023-08-10,195340,3037,Centro
2024-06-22,86677,19386,Norte
2023-10-27,125517,8028,Sur
2025-12-10,126351,11785,Oeste
2025-05-20,100127,10942,Norte
2023-02-14,157263,8685,Sur
2023-07-06,140135,19963,Centro
2023-04-10,107380,5717,Este
2025-04-10,102565,11532,Sur
2023-06-15,130385,17324,Norte
2023-07-15,33420,5069,Oeste
2025-11-17,144877,5093,Norte
2025-11-23,91446,8973,Norte
2023-05-19,74869,17656,Norte
2024-05-15,141187,19114,Sur
2025-07-23,45288,18793,Norte
2023-01-25,188458,12537,Este
2025-04-16,100737,19511,Norte
2024-07-09,16485,7509,Oeste
2023-11-03,155433,13901,Sur
2025-08-21,122779,12233,Este
2025-07-18,138654,14960,Este
2023-09-29,46528,13088,Este
2023-12-23,154692,3052,Sur
2024-07-25,41356,19308,Norte
2024-03-14,85473,11706,Este
2024-06-08,75249,15007,Este
2024-05-22,10884,5755,Oeste
2024-12-03,116975,1369,Este
2025-10-25,66833,12800,Este
2025-05-16,103880,7299,Sur
2024-02-27,15272,17895,Sur
2024-03-25,51247,16570,Oeste
2025-05-24,149154,15839,Norte
2025-12-12,71526,5226,Este
2024-02-26,67370,6430,Sur
2024-08-21,55178,4322,Oeste
2023-08-30,52398,11535,Norte
2024-09-10,147210,19113,Sur
2023-12-09,169186,16596,Centro
2024-05-25,159928,7876,Oeste
2024-07-27,43049,19447,Norte
2024-08-17,151707,15699,Norte
2025-11-02,41017,16410,Este
2025-01-27,19666,18523,Oeste
2025-08-17,56153,7327,Sur
2024-09-30,104853,10819,Este
2024-01-01,185773,12358,Este
2023-09-04,76296,2136,Centro
2023-10-11,177240,14043,Centro
2025-11-05,80564,6134,Sur
2025-11-22,191695,3904,Oeste
2024-05-18,56952,3298,Sur
2024-02-23,73441,10811,Sur
2025-07-18,133366,19982,Centro
2024-04-08,164861,15232,Este
2025-06-08,83367,19774,Centro
2023-08-13,144920,7008,Norte
2024-05-23,132501,4701,Centro
2023-12-25,193788,11053,Norte
2023-01-06,19270,14913,Sur
2023-06-21,60165,8583,Norte
2023-02-13,181348,13571,Sur
2025-07-23,182393,11166,Centro
2023-12-30,183966,18123,Este
2024-07-24,27732,7070,Norte
2024-05-09,12183,18661,Centro
2024-10-24,102071,4061,Norte
2023-10-14,88927,1872,Sur
2025-02-09,174597,18502,Oeste
2023-04-28,82618,13052,Oeste
2023-12-25,99149,16194,Oeste
2024-11-18,174952,15390,Centro
2023-06-11,186685,16190,Norte
2023-10-04,160679,2921,Sur
2023-08-15,161470,11921,Este
2024-12-05,27209,5193,Este
2025-07-14,36400,6444,Sur
2025-05-02,8127,9726,Sur
2025-07-18,30858,5255,Este
2024-05-28,164543,10050,Centro
2023-03-19,120081,19096,Norte
2025-03-17,23088,19839,Oeste
2023-04-06,79452,10484,Sur
2023-01-24,93181,7994,Este
2025-01-25,54706,2585,Centro
2024-02-26,70259,7535,Norte
2024-07-19,93019,7351,Oeste
2023-09-01,31738,12010,Norte
2024-05-29,177422,13886,Norte
2023-02-23,42989,5460,Este
2023-06-10,185616,4246,Centro
2025-03-20,105240,17974,Norte
2023-09-05,44345,1688,Sur
2023-10-06,88131,4668,Este
2023-02-26,181862,3875,Sur
2023-09-03,184239,4809,Centro
2025-01-28,91893,5166,Oeste
2024-09-21,12876,17043,Oeste
2024-06-29,192915,16483,Oeste
2025-12-18,47229,2590,Centro
2024-09-09,175841,15270,Oeste
2025-08-22,67976,7981,Este
2024-12-23,173832,15316,Norte
2023-08-26,39117,6018,Norte
2023-02-24,160314,11780,Oeste
2025-03-16,132946,11897,Oeste
2025-05-07,183048,19195,Este
2023-04-19,61318,8183,Centro
2025-02-25,106531,3955,Norte
2023-09-22,46948,18929,Oeste
2023-05-18,98986,16186,Oeste
2025-10-13,74633,12882,Este
2023-04-21,46212,8864,Centro
2024-07-14,98454,19766,Oeste
2025-09-14,16528,5445,Este
2023-11-12,62098,5440,Sur
2023-05-20,142699,14768,Este
2023-07-02,69418,8608,Norte
2025-12-29,42222,12813,Sur
2025-04-17,42761,9436,Este
2024-09-18,108964,5655,Oeste
2024-03-26,134350,5325,Centro
2025-04-19,7471,11832,Este
2025-08-12,170597,8205,Este
2024-10-15,50796,12299,Sur
2025-07-31,143023,10287,Oeste
2025-05-05,152111,16457,Este
2023-12-23,128488,19357,Sur
2025-01-16,197018,6103,Oeste
2023-11-06,194758,14271,Norte
2023-07-07,138672,15503,Este
2023-12-15,29628,19307,Centro
2025-06-11,108654,14437,Sur
2025-01-21,184066,3573,Centro
2024-06-21,193467,16095,Sur
2025-03-13,127032,2432,Sur
2025-03-11,38612,18334,Oeste
2024-09-01,14916,18272,Este
2024-02-09,94788,3342,Este
2025-04-08,17710,3521,Este
2023-10-08,137230,8061,Oeste
2024-12-16,155349,17922,Sur
2024-02-11,172700,11669,Centro
2024-05-03,152479,13359,Este
2025-09-27,134572,12864,Este
2024-12-10,153144,11414,Sur
2024-08-31,102407,3969,Centro
2023-04-18,125053,14845,Centro
2025-03-19,186215,2168,Norte
2024-04-07,178428,5111,Norte
2023-09-23,98272,18178,Sur
2024-03-12,35549,8256,Sur
2023-07-11,68263,18805,Norte
2025-11-11,58010,17193,Norte
2025-10-24,170332,18008,Norte
2023-10-20,21623,15764,Sur
2023-05-07,21736,9300,Centro
2023-06-20,9747,10007,Sur
2023-07-23,120002,15901,Oeste
2025-08-28,14014,5514,Oeste
2025-02-12,86380,4525,Este
2024-08-31,139020,13063,Norte
2023-12-24,194041,16083,Norte
2024-11-03,58317,4890,Oeste
2024-11-21,148597,6182,Centro
2023-03-12,194040,3514,Oeste
2024-07-04,45836,9891,Sur
2024-12-03,70054,19444,Centro
2023-12-06,91976,8792,Oeste
2025-12-02,88320,12830,Este
2023-06-29,34889,7719,Sur
2023-01-27,192176,10430,Oeste
2024-09-05,107350,6362,Norte
2025-03-12,79935,2147,Centro
2024-06-03,80912,5340,Oeste
2024-12-15,84306,4114,Norte
2023-07-25,98149,2968,Oeste
2025-04-02,123049,13253,Oeste
2023-02-06,199579,8211,Norte
2023-04-30,198369,9929,Centro
2024-11-20,71168,1972,Este
2025-04-04,29343,18232,Norte
2023-10-17,103912,4385,Centro
2025-01-31,59033,5304,Norte
2023-03-20,91220,5847,Norte
2023-04-05,154150,18621,Oeste
2025-06-18,176156,16804,Norte
2023-05-09,181719,9782,Sur
2023-01-31,89351,15152,Oeste
2024-10-19,138876,17286,Sur
2024-05-06,46286,18666,Centro
2023-12-19,116218,14821,Oeste
2023-05-16,47200,16967,Norte
2024-06-30,101040,5776,Sur
2025-12-16,174353,18421,Centro
2024-05-13,48285,3661,Oeste
2024-03-19,140285,5002,Oeste
2023-04-16,119164,14414,Oeste
2024-08-09,96511,18519,Este
2025-04-28,151747,13594,Este
2023-03-14,127942,13599,Oeste
2025-07-18,185721,13975,Sur
2025-08-10,164734,4689,Oeste
2025-09-16,104448,12510,Sur
2023-09-11,129973,13276,Oeste
2025-03-13,80435,16494,Sur
2023-08-21,121724,5457,Oeste
2023-07-29,163596,13638,Sur
2025-09-18,147446,7155,Oeste
2025-09-24,74277,17266,Centro
2025-05-10,31005,6264,Este
2025-05-11,94784,12273,Oeste
2023-11-03,138927,2535,Norte
2023-11-28,191267,11322,Sur
2023-07-26,58584,12241,Centro
2023-04-21,119279,8219,Oeste
2023-08-11,12120,7495,Este
2025-03-08,185818,18501,Norte
2025-03-14,186552,17778,Este
2024-11-20,58804,5561,Sur
2024-05-23,89889,7769,Sur
2024-07-07,113849,3377,Norte
2024-09-17,89720,15515,Centro
2025-07-23,134010,6082,Oeste
2025-10-10,41985,13243,Oeste
2025-12-10,111327,15740,Centro
2025-06-28,48890,8291,Sur
2023-05-20,132910,5038,Norte
2024-03-05,162014,8037,Este
2025-02-18,105668,3278,Este
2025-12-03,63395,16251,Centro
2023-01-28,132822,18981,Sur
2023-03-28,101467,13341,Este
2024-09-13,18455,1348,Este
2024-12-21,157950,7661,Centro
2023-02-05,22016,10857,Centro
2023-10-21,139555,13057,Norte
2023-01-22,194081,2566,Este
2025-09-14,158280,11662,Oeste
2024-07-08,131350,2923,Norte
2024-05-29,137999,11879,Este
2023-11-09,164609,5333,Este
2024-12-23,45757,10018,Sur
2025-12-13,52322,15776,Centro
2025-04-02,96260,2370,Este
2023-07-10,45206,6644,Sur
2025-11-14,97856,15212,Sur
2023-11-21,177524,13753,Norte
2025-06-17,32871,1743,Centro
2024-03-19,113085,4120,Este
2024-03-17,75474,16865,Sur
2025-01-04,58911,19554,Centro
2025-01-31,5986,19370,Sur
2024-03-03,125819,11764,Oeste
2025-02-22,79501,13966,Centro
2023-04-09,194939,8560,Centro
2025-07-06,122693,13528,Centro
2025-05-30,52418,13191,Oeste
2025-10-24,69133,7606,Este
2024-04-06,166006,4941,Norte
2024-12-09,35092,11784,Este
2025-09-24,21363,17248,Oeste
2023-05-09,35115,17659,Centro
2025-12-28,12257,15569,Este
2024-10-31,199523,12709,Norte
2023-10-31,55305,11098,Oeste
2024-10-11,41215,10661,Centro
2024-12-22,141685,11761,Sur
2025-07-14,192165,14798,Norte
2025-10-24,58295,16671,Este
2023-04-12,70058,9376,Sur
2024-01-30,81479,10011,Sur
2024-04-05,178133,16034,Sur
2024-10-15,162277,2400,Sur
2024-06-26,21022,15859,Sur
2025-09-30,139916,3782,Oeste
2025-06-28,59942,5460,Este
2024-05-28,113589,13240,Este
2023-08-02,54497,9883,Norte
2025-10-26,140260,9803,Este
2024-08-21,118473,19904,Este
2025-06-28,58441,12025,Norte
2023-12-19,141339,17024,Este
2023-12-21,160944,19573,Este
2024-01-26,127450,8960,Sur
2025-11-26,82457,15986,Este
2025-11-27,174874,16481,Oeste
2025-07-24,152732,2801,Este
2025-03-14,162470,17450,Este
2025-09-24,47407,3578,Este
2025-03-02,188837,5270,Centro
2024-06-08,75318,16402,Norte
2025-09-29,140145,16763,Oeste
2025-11-07,15011,15046,Norte
2023-03-06,32259,19871,Este
2024-05-05,160366,11589,Sur
2025-09-01,148976,8804,Norte
2023-05-12,196190,9996,Sur
2024-09-04,45417,19928,Norte
2023-05-04,96230,15893,Sur
2023-10-17,191978,3233,Oeste
2025-06-05,101268,5008,Sur
2025-03-15,194905,2317,Centro
2024-01-28,182866,12374,Este
2025-07-08,163940,19170,Este
2024-05-10,154091,15657,Centro
2023-06-13,184132,11909,Centro
2024-02-14,136427,14213,Sur
2023-01-28,125019,7320,Centro
2024-01-05,45448,2059,Oeste
2023-09-26,197996,5248,Norte
2024-01-25,18637,8382,Norte
2024-09-25,100910,3208,Este
2024-12-07,199736,15729,Oeste
2024-06-01,59491,8183,Este
2025-10-18,33470,15363,Oeste
2025-12-01,106843,12937,Oeste
2024-03-15,166738,12890,Sur
2024-09-18,31900,17139,Sur
2023-12-04,41376,10387,Centro
2023-07-15,110589,16329,Sur
2024-01-27,28224,15415,Centro
2024-09-08,139742,16070,Este
2025-03-22,157262,10480,Oeste
2023-05-11,27467,8702,Sur
2023-11-28,46246,15916,Sur
2023-04-06,134491,9051,Norte
2025-11-02,136941,6904,Norte
2025-04-25,185666,8925,Sur
2023-09-29,25328,19496,Centro
2025-03-26,125659,4328,Oeste
2025-06-06,65918,11275,Norte
2023-03-03,80325,10105,Sur
2025-02-10,18764,7649,Centro
2023-09-11,33959,11347,Oeste
2024-10-16,145286,13986,Norte
2025-06-01,54780,7432,Oeste
2025-07-22,193779,15414,Norte
2023-10-14,49377,2871,Oeste
2024-08-30,102996,16217,Este
2023-10-02,46000,10170,Oeste
2025-05-04,187010,4250,Norte
2024-08-25,97793,4782,Oeste
2024-05-04,190828,2401,Centro
2024-04-24,55181,17490,Sur
2025-04-03,196745,4402,Centro
2025-09-07,183217,6680,Norte
2023-09-18,109133,11429,Este
2025-10-28,193324,14779,Este
2023-10-01,171083,18105,Oeste
2025-06-27,36867,10696,Centro
2023-08-21,103323,13669,Centro
2025-09-19,199286,7850,Sur
2024-04-29,25949,8190,Oeste
2024-07-12,181146,10669,Oeste
2024-12-08,17490,1634,Este
2025-01-23,52966,12210,Oeste
2023-07-03,55941,4036,Este
2023-09-26,132038,9175,Centro
2023-02-16,153244,7849,Oeste
2024-05-17,49468,11070,Oeste
2024-01-17,126601,12430,Este
2025-01-25,186370,1437,Este
2024-02-12,28986,8423,Oeste
2024-11-05,122399,7854,Este
2023-03-14,152178,18224,Oeste
2024-07-24,63548,12302,Este
2024-08-10,88761,12389,Norte
2025-01-10,22269,3772,Centro
2024-02-21,44422,8563,Sur
2024-04-04,199989,14431,Centro
2025-08-14,65983,1394,Norte
2025-07-16,103565,3872,Norte
2023-12-07,156415,15628,Oeste
2023-10-21,80916,11327,Este
2025-09-26,92931,10727,Sur
2025-09-15,15264,17904,Centro
2025-01-01,60932,12452,Este
2025-04-11,189029,9086,Norte
2023-03-29,99073,18863,Norte
2025-08-01,152546,16848,Sur
2025-11-19,8786,9072,Norte
2025-10-21,19007,16172,Centro
2023-02-21,11476,11750,Centro
2024-08-30,123151,16091,Oeste
2025-10-22,32824,9592,Oeste
2025-02-23,120544,5488,Sur
2025-07-26,104700,5946,Centro
2024-01-27,47628,11404,Norte
2023-07-14,89893,14873,Sur
2025-10-21,185901,3372,Centro
2025-05-17,20217,12607,Este
2025-07-17,38498,15729,Oeste
2025-04-26,160050,9166,Norte
2023-08-14,7571,14519,Centro
2024-05-20,115063,7491,Oeste
2023-06-24,193986,5830,Centro
2024-06-14,130359,16092,Centro
2023-02-24,197225,7256,Oeste
2025-05-05,118284,2018,Norte
2025-07-19,34964,6770,Norte
2023-10-26,28314,8241,Centro
2024-01-12,74781,1810,Sur
2023-12-25,32800,16176,Este
2023-02-19,40419,15105,Oeste
2025-02-20,197588,19349,Norte
2025-06-24,39060,11411,Sur
2023-03-18,144398,16701,Centro
2025-07-28,197648,2322,Sur
2025-11-14,65844,7510,Sur
2024-10-07,30775,3103,Sur
2025-06-04,166414,2120,Centro
2025-03-21,77777,3330,Oeste
2024-02-03,176205,8382,Sur
2024-11-29,77123,19757,Este
2023-12-03,100099,4562,Este
2023-10-28,155426,1146,Sur
2023-04-29,26485,5210,Centro
2025-08-24,136749,6864,Sur
2024-09-22,157438,7743,Centro
2024-11-09,162742,12195,Oeste
2023-04-28,141574,17406,Norte
2023-05-05,16322,14667,Norte
2025-06-16,93100,15011,Este
2025-04-19,196860,9484,Este
2023-01-25,86282,6992,Centro
2025-12-11,14410,11075,Oeste
2025-11-28,179382,12769,Sur
2023-01-28,109004,18561,Norte
2024-06-03,181159,19796,Este
2024-01-09,98855,9215,Este
2023-09-12,129480,18446,Centro
2024-03-18,14188,18813,Centro
2024-11-05,35637,19530,Sur
2025-11-13,166167,1413,Centro
2025-03-24,146903,14393,Este
2024-02-19,82643,9995,Oeste
2023-11-11,69208,11633,Centro
2024-01-10,9553,14105,Sur
2025-08-25,140985,11727,Oeste
2024-04-27,84716,19236,Oeste
2024-08-13,88550,6270,Sur
2023-07-01,188145,4555,Norte
2025-02-12,124160,12495,Norte
2023-11-18,26983,12325,Sur
2023-04-15,6405,13105,Centro
2024-02-14,29144,18527,Oeste
2023-08-02,179797,13958,Sur
2024-04-01,13574,13830,Centro
2025-06-19,45849,4612,Oeste
2023-10-09,5421,16963,Sur
2025-05-10,69922,14733,Este
2025-04-26,62156,9924,Oeste
2025-07-09,147315,9468,Oeste
2023-06-29,132574,17486,Oeste
2025-11-01,74322,9269,Oeste
2023-04-07,164798,16797,Norte
2024-06-29,172215,19297,Centro
2025-04-05,49764,10741,Oeste
2025-04-03,109105,6786,Este
2023-04-20,177842,7235,Este
2025-10-05,120563,3576,Oeste
2023-01-23,85069,15293,Este
2025-04-12,173998,16923,Este
2023-03-06,32746,14253,Este
2025-04-02,165786,5897,Centro
2024-08-04,16487,4237,Centro
2024-03-17,61624,19646,Este
2025-04-23,48701,11450,Oeste
2025-05-07,188316,13888,Centro
2025-04-30,66784,14739,Norte
2023-12-20,66166,16104,Oeste
2024-07-13,55494,11837,Centro
2023-09-07,133345,2622,Sur
2024-10-08,78867,3973,Oeste
2023-09-06,148066,17715,Este
2025-07-02,9592,19862,Este
2023-01-20,185247,1307,Este
2023-06-16,49196,9668,Este
2023-11-14,11533,5158,Este
2024-09-15,171890,18621,Norte
2023-11-09,94543,11580,Centro
2023-11-28,25775,16344,Este
2024-07-18,192338,18675,Este
2024-07-11,85989,17776,Este
2024-05-15,180702,15333,Oeste
2024-10-05,63937,18411,Oeste
2024-01-13,72532,14423,Norte
2024-10-05,114256,14125,Oeste
2023-03-12,83826,4141,Sur
2024-12-06,42130,12805,Sur
2025-06-14,71728,11392,Sur
2023-11-09,155359,9734,Norte
2023-01-17,17791,6623,Sur
2024-08-22,34940,19777,Centro
2024-01-30,103853,2384,Oeste
2025-11-29,115312,8738,Norte
2025-06-03,29771,14227,Sur
2023-11-28,129340,16091,Este
2023-09-26,189907,5984,Este
2024-08-29,40674,4094,Norte
2025-01-23,126491,18621,Sur
2023-09-23,90587,1813,Este
2024-10-19,50238,17503,Norte
2023-07-23,45031,2923,Norte
2025-09-06,26355,11853,Oeste
2025-04-11,198764,8765,Norte
2025-08-10,153660,13732,Centro
2023-08-12,103990,14262,Oeste
2025-10-10,197854,4694,Centro
2024-04-11,78084,12211,Centro
2023-10-21,185600,4373,Norte
2024-08-16,194702,15141,Centro
2023-11-13,161567,8327,Sur
2025-10-20,188618,4848,Oeste
2025-12-18,136277,13247,Este
2023-09-11,94397,19659,Centro
2025-07-22,28909,19052,Centro
2025-06-25,174207,6382,Centro
2023-05-20,39702,18842,Oeste
2023-06-02,153511,9988,Sur
2024-07-12,38597,10762,Este
2024-10-27,157576,6926,Centro
2024-08-21,12715,9677,Sur
2024-12-10,128973,13947,Norte
2025-11-29,112132,1027,Oeste
2024-05-20,85930,18335,Centro
2023-07-26,20309,15566,Este
2023-07-08,130565,15674,Sur
2025-01-28,164458,7388,Este
2025-01-22,181462,11735,Este
2025-12-10,26952,13792,Centro
2023-12-13,40892,14009,Sur
2023-08-30,163434,12420,Norte
2023-06-04,177819,10739,Norte
2023-01-22,32304,9386,Centro
2023-01-16,187208,17448,Oeste
2023-11-28,21012,16206,Este
2023-12-01,127409,17056,Sur
2025-09-21,83848,3990,Norte
2025-08-22,73219,2811,Centro
2025-06-21,40511,4590,Oeste
2023-08-23,72066,3865,Oeste
2024-02-17,183734,13015,Este
2024-07-29,193261,17381,Oeste
2024-11-24,32414,5400,Centro
